,id,response,knowledge,Q2_no_nli,Q2
265,265, The listener is suffering from a fever since yesterday., The listener's health condition becomes worst due to fever.,0.6666666666666666,0.6666666666666666
266,266, The listener takes the medicine prescribed by the speaker and goes to bed., The speaker applies for leave for three days from the office and takes some rest.,0.0,0.0
267,267, The listener will take a rest for a couple of days., The speaker applies for leave for three days from the office and takes some rest.,0.0,0.0
268,268, The listener has been suffering from fever since yesterday.," Due to severe fever, the listener consults the doctor and takes medicines from there.",0.2222222222222222,0.3333333333333333
269,269, The listener takes the medicine prescribed by the speaker and goes to bed., The listener follows the instruction of the speaker and his disease gets cured.,0.0,0.0
270,270, The listener takes the medicine prescribed by the speaker and goes to bed., The listener follows the instruction of the speaker and his disease gets cured.,0.0,0.0
271,271, The listener is happy to help the speaker., The listener is also happy to give treatment to the patient.,0.0,0.0
272,272, The speaker is happy to help the listener., The speaker is feeling relief to consult the doctor and take medicine.,0.0,0.0
273,273, The listener asked the speaker what he would say to the boss., The speaker is not able to finish his work at the proper time.,0.0,0.0
274,274, The speaker informed the listener that he had not done the data analysis yet., The listener stated to the speaker that the boss will not accept the excuse.,0.0,0.0
275,275, The speaker will inform the boss about the data analysis done by the listener., The listener stated to the speaker that the boss will not accept the excuse.,0.0,0.0
276,276, The speaker is annoyed with the listener for not completing the data analysis., The speaker is disappointed with the work to finish in a short time.,0.0,0.0
277,277, The listener did not have time to do the data analysis., The speaker is not able to finish his work within the timeline.,0.0,0.0
278,278, The listener tries to come up with a better story for the boss.," The speaker would tell the boss, he needed to attend the funeral ceremony so he didn't get enough time to finish the job.",0.0,0.0
279,279, The listener tries to come up with a better story for the boss.," The speaker would tell the boss, he needed to attend the funeral ceremony so he didn't get enough time to finish the job.",0.0,0.0
280,280, The listener is disappointed with the speaker's statement., The listener accepts the suggestion of the speaker and makes another excuse to boss for the completion of the work.,0.0,0.0
281,281, John has to clear the term exam., John not able to perform well in the exam due to lack of prepration.,0.0,0.0
282,282, The speaker asks the listener to prepare well for the term exam., The listener would tell the speaker that there were many questions in the exam which were out of the syllabus.,0.0,0.0
283,283, The speaker asks john to prepare well for the term exam., The listener would tell the speaker that there were many questions in the exam which were out of the syllabus.,0.0,0.0
284,284, John has been preparing for his french exam for a long time., The exam is very tough too so the winning percentage is very low.,0.0,0.0
285,285, Mr. john told the listener that he was not satisfied with his answers in the term exam., The listener advice the speaker to forget whatever happened and ask him to do a fresh start.,0.0,0.0
286,286, John will not be able to clear the term exam., The listener advice the speaker to forget whatever happened and ask him to do a fresh start.,0.0,0.0
287,287, John is disappointed with his performance in the term exam., The speaker is depressed about to not being able to perform well in the exam.,0.0,0.0
288,288, The listener asked the speaker if he had done well in the term exam., The speaker did not meet his expectation in the exam.,0.0,0.0
289,289, The speaker and the listener decided to watch the football match tonight., The speaker stated to the listener that he has invited some friends at home to watch the football match.,0.5,0.5
290,290, The speaker and the listener decided to watch the football match tonight., The speaker stated to the listener that he has invited some friends at home to watch the football match.,0.5,0.5
291,291, John is not interested in watching the football match., The speaker is disgusted with the sportsman spirit of the chinese team who always loses imptortant matches.,0.0,0.0
292,292, John's friend is not interested in watching the football match.," The chinese team always loses the critical match,the listener is embarrassed by the performance of the chinese team.",0.0,0.0
293,293, John decides to watch the football match tonight., The speaker would tell that he would rather watch the movie on tv.,0.0,0.0
294,294, John decides to watch the football match tonight., The speaker would tell that he would rather watch the movie on tv.,0.0,0.0
295,295, The listener asked the speaker why he was interested in watching the football match., The chinese team lost the previous match with japan in the semi-final.,0.0,0.0
296,296, The speaker decides to watch the football match tonight., The speaker skipped watching the football match and he watched a movie at that time.,0.0,0.0
